Date;c;o;l;h;volume
2014-02-26;109.52;109.56;109.2;109.97;186710
2014-02-25;109.51;110.64;109.42;110.64;198156
2014-02-24;110.64;109.65;109.5;110.77;202524
2014-02-21;109.85;110.5;109.35;110.5;154902
2014-02-20;110.3;110.39;109.58;110.49;151209
2014-02-19;110.47;110.55;110.02;110.82;163342
2014-02-18;110.46;109.07;108.84;110.7;150349
2014-02-17;109.18;109.13;108.64;109.4;56865
2014-02-14;109.08;108.58;107.85;109.25;146752
2014-02-13;108.73;108.68;108.09;108.84;18080
2014-02-12;108.79;108.78;108.47;109.5;105889
2014-02-11;108.68;108.52;108.47;109.24;137264
2014-02-10;108.63;109.75;108.4;109.75;162655
2014-02-07;109.57;107.32;106.88;109.74;215633
2014-02-06;107.19;106.28;106.15;107.48;205076
2014-02-05;106.25;106.09;105.58;106.44;193780
2014-02-04;105.78;105.85;105.49;106.23;186442
2014-02-03;106.04;106.4;105.4;106.72;264731
2014-01-31;106.4;107.75;106.3;107.94;231456
2014-01-30;107.95;107.85;107.65;108.4;188726
2014-01-29;107.85;107.36;106.93;108.05;207314
2014-01-28;107.41;106.86;106.76;107.79;188297
2014-01-27;106.69;107.91;106.45;108.09;203299
2014-01-24;107.88;107.58;106.23;108.03;244563
2014-01-23;107.58;108.14;107.37;108.28;241803
2014-01-22;108.27;106.9;106.78;108.33;184004
2014-01-21;106.73;106.35;106.28;108;254312
2014-01-20;106.35;106.28;105.81;106.65;103661
2014-01-17;106.48;105.55;105.44;106.95;198417
2014-01-16;107.09;106.82;106.44;107.35;14562
2014-01-15;107.13;106.17;105.8;107.55;70775
2014-01-14;106.39;106.62;106.06;107.14;111284
2014-01-13;106.75;107.25;106.36;107.64;151798
2014-01-10;107.25;106.44;106.03;107.58;198567
2014-01-09;106.39;107.35;106.12;108.2;175373
2014-01-08;107.15;107.49;107;107.95;185540
2014-01-07;107.35;107.03;106.88;107.72;188198
2014-01-06;106.73;106.8;106.58;107.96;181818
2014-01-03;106.89;107.88;106.79;108.64;191130
2014-01-02;107.78;111;107.65;111.35;200650
2013-12-31;110.8;111.18;110.4;111.52;84991
2013-12-30;111.21;112.2;110.9;112.64;111066
2013-12-27;112.18;111.95;111.5;112.8;126905
2013-12-26;111.98;111.99;111.46;112.12;43620
2013-12-24;111.9;111.61;111.42;112.06;52160
2013-12-23;111.56;111.55;111.27;111.93;103720
2013-12-20;111.77;110.09;109.87;111.89;169479
2013-12-19;110.29;109.25;109.14;110.53;159785
2013-12-18;109.63;108.33;107.8;109.73;187960
2013-12-17;108.44;109.2;108.2;109.41;149781
2013-12-16;110.47;109.15;109;110.8;23611
2013-12-13;108.83;108.53;108.02;109;98096
2013-12-12;108.67;109.52;108.44;109.98;128305
2013-12-11;109.7;109.45;108.62;109.89;158720
2013-12-10;109.38;109.31;108.55;110.45;230617
2013-12-09;109.39;111.69;109;111.79;202959
2013-12-06;111.61;111.07;110.94;112.06;155520
2013-12-05;110.98;111.65;110.76;112.23;191810
2013-12-04;111.88;112.91;111.46;113.02;235348
2013-12-03;112.62;111.53;111.04;112.93;217611
2013-12-02;111.45;109.6;109.28;112.34;266980
2013-11-29;109.69;111.04;109.62;111.5;126876
2013-11-28;110.86;111.4;110.61;111.55;61684
2013-11-27;111.31;111;110.51;111.65;193979
2013-11-26;110.88;111.08;110.41;111.49;199747
2013-11-25;111;109;108.05;111.66;278784
2013-11-22;111.05;110.07;109.65;111.4;276245
2013-11-21;110.08;107.76;107.62;110.25;253964
2013-11-20;108.06;107.2;106.51;108.38;220188
2013-11-19;106.92;108.3;106.81;108.63;224434
2013-11-18;108.47;108.5;107.53;108.73;185490
2013-11-15;108.5;108.38;107.69;108.65;198638
2013-11-14;108.54;107.17;107.15;108.96;20846
2013-11-13;107.12;105.93;105.89;107.45;113996
2013-11-12;105.81;106.4;105.51;107.38;156686
2013-11-11;106.4;105.17;105.15;106.56;172676
2013-11-08;105.12;103.53;102.98;105.38;242695
2013-11-07;103.46;105;103.24;105.21;291116
2013-11-06;105.24;105.64;104.82;106.41;243836
2013-11-05;105.33;106.25;105.19;106.53;186816
2013-11-04;106.23;105.78;105.13;106.58;230571
2013-11-01;105.91;109.05;105.78;109.41;298577
2013-10-31;108.84;109.69;108.55;109.87;238843
2013-10-30;109.86;108.76;108.59;110.16;234595
2013-10-29;109.01;109.41;108.45;109.46;185007
2013-10-28;109.61;107.04;106.85;109.68;266177
2013-10-25;106.93;107.09;106.27;107.39;212279
2013-10-24;106.99;107.65;106.9;108.26;242315
2013-10-23;107.8;109.99;107.35;110.06;324607
2013-10-22;109.97;109.76;109.57;110.94;238663
2013-10-21;109.64;109.96;109.21;110.19;190114
2013-10-18;109.94;109.13;108.95;110.24;181537
2013-10-17;109.11;110.57;108.71;110.66;233728
2013-10-16;110.86;109.45;109.45;111.23;15367
2013-10-15;109.96;111.08;109.53;111.27;93751
2013-10-14;111.04;110.87;109.87;111.41;106793
2013-10-11;111.28;111.65;110.51;111.85;141366
2013-10-10;111.8;109.04;108.92;112;212356
2013-10-09;109.06;110.16;108.12;110.25;171135
2013-10-08;110.16;109.64;109.38;110.8;163852
2013-10-07;109.68;109.21;107.89;110.17;227735
2013-10-04;109.46;108.69;108.61;109.77;144473
2013-10-03;109;108.9;108.58;109.85;212254
2013-10-02;109.19;107.55;107.44;109.48;177152
2013-10-01;107.94;108.38;106.81;108.41;189677
2013-09-30;108.37;108.2;107.22;108.68;149041
2013-09-27;108.63;109;108.1;109.67;190352
2013-09-26;109.21;108;108;109.26;143124
2013-09-25;108.32;108.73;107.89;110.09;211604
2013-09-24;108.64;107.96;107.43;108.9;197986
2013-09-23;108.16;109.22;107.76;109.45;169117
2013-09-20;109.22;108.62;108.4;109.67;160650
2013-09-19;108.76;110.92;108.52;111.26;201584
2013-09-18;110.6;107.85;107.64;111.06;200710
2013-09-17;108.19;109.5;107.41;110;214348
2013-09-16;110.07;111.25;108.73;111.49;249444
2013-09-13;112.78;112.87;111.6;112.91;18637
2013-09-12;112.63;111.51;111.33;113.05;93446
2013-09-11;111.5;111.52;111.02;112.49;109342
2013-09-10;111.25;113;110.59;113.55;176155
2013-09-09;113.72;115.93;113;116.18;200571
2013-09-06;116.12;115.35;115.02;116.56;168831
2013-09-05;115.26;114.95;114.29;115.55;151292
2013-09-04;114.91;115.65;114.4;116.09;209651
2013-09-03;115.68;114.45;114.06;116;234727
2013-09-02;114.33;114;112.2;114.57;90951
2013-08-30;114.01;114.2;113.63;115.53;245056
2013-08-29;115.16;115.86;114.18;117.04;248523
2013-08-28;116.61;115.3;114.81;117.34;286088
2013-08-27;114.36;111.16;110.73;115.29;288712
2013-08-26;110.73;111.15;110.5;111.68;92717
2013-08-23;111.04;109.9;109.77;111.23;219413
2013-08-22;109.9;109.7;109.4;110.15;154987
2013-08-21;109.81;110.11;109.23;110.28;195767
2013-08-20;110.15;109.67;108.61;110.73;233190
2013-08-19;109.9;110.53;109.59;111;188058
2013-08-16;110.4;109.42;109.17;110.7;195846
2013-08-15;111.11;110.35;110.35;111.53;19265
2013-08-14;110.2;109.51;109.05;110.36;97927
2013-08-13;109.82;109.08;108.95;110.06;112230
2013-08-12;108.97;108.13;107.43;109.13;147830
2013-08-09;108.22;106.81;106.6;108.32;148430
2013-08-08;106.68;107.39;105.85;107.86;175726
2013-08-07;107.44;108.07;107.07;108.16;208428
2013-08-06;108.18;108.74;107.46;109.23;229163
2013-08-05;108.7;109.09;107.55;109.44;168828
2013-08-02;108.95;109.52;108.38;110.09;160760
2013-08-01;109.54;107.81;107.52;109.64;234846
2013-07-31;107.7;106.84;105.73;107.95;222565
2013-07-30;106.91;107.45;106.54;107.56;159996
2013-07-29;107.45;107.19;106.6;107.89;178933
2013-07-26;107.17;107.59;106.53;107.79;119939
2013-07-25;107.65;107.11;106.54;107.87;176110
2013-07-24;107.19;108.44;106.25;108.6;197801
2013-07-23;108.42;108.3;107.56;108.63;190199
2013-07-22;108.15;108.3;107.55;108.68;198418
2013-07-19;108.07;108.73;107.01;109.18;212190
2013-07-18;108.7;108.63;108.03;108.87;196437
2013-07-17;108.61;107.9;107.3;108.74;183572
2013-07-16;109.4;109.05;108.63;109.72;19969
2013-07-15;109.09;108.99;107.96;109.26;100858
2013-07-12;108.81;107.33;107.28;109.14;127810
2013-07-11;107.73;108.24;107.02;108.93;184692
2013-07-10;108.51;108.12;107.71;108.69;199695
2013-07-09;107.81;107.27;106.85;108.26;163664
2013-07-08;107.43;108;106.79;108.04;185816
2013-07-05;107.72;105.54;105.38;107.88;233336
2013-07-04;105.54;105.85;104.91;105.99;81372
2013-07-03;105.76;104.18;104.18;106.03;258388
2013-07-02;104;102.92;102.91;104.12;186519
2013-07-01;103;101.9;101.63;103.71;230919
2013-06-28;102.16;102.76;101.87;103.44;230248
2013-06-27;102.82;101.66;101.66;103.34;190611
2013-06-26;101.66;101.1;100.25;101.89;195232
2013-06-25;101.26;101;100.7;102.08;182087
2013-06-24;101.16;100.61;99.67;101.64;254191
2013-06-21;100.91;102.1;100.04;103.09;263371
2013-06-20;102.15;105.62;101.75;105.62;301241
2013-06-19;106.12;106.1;105.45;106.59;164861
2013-06-18;106.02;105.66;105.11;106.24;150874
2013-06-17;105.47;105.77;105.28;106.67;160180
2013-06-14;105.93;104.95;104.46;106.64;197141
2013-06-13;104.25;103.33;102.75;104.26;21310
2013-06-12;103.49;102.56;102.23;104.1;94920
2013-06-11;102.96;103.89;101.82;103.89;156138
2013-06-10;103.95;104.56;103.66;104.76;159649
2013-06-07;104.56;103.65;102.89;105.01;234177
2013-06-06;103.61;102.94;102.81;103.95;173414
2013-06-05;103.04;103.48;102.85;104.07;202946
2013-06-04;103.24;102.02;101.47;103.58;300888
2013-06-03;102.06;100.15;99.66;102.48;255705
2013-05-31;100.39;102.12;100.03;102.38;215275
2013-05-30;102.19;102.4;101.08;102.85;232908
2013-05-29;102.43;104.32;102.17;104.37;209651
2013-05-28;104.23;102.51;102.48;104.69;195121
2013-05-27;102.62;102.52;102.1;102.65;21120
2013-05-24;102.64;102.55;101.65;102.79;136626
2013-05-23;102.44;102.25;100.64;102.68;230369
2013-05-22;102.6;103.52;102.22;103.79;207418
2013-05-21;103.91;104.78;103.51;105.15;179064
2013-05-20;104.8;104.75;103.83;105.31;164956
2013-05-17;104.64;103.87;103.35;104.87;193728
2013-05-16;103.8;103.74;102.95;104.4;26354
2013-05-15;103.68;102.7;101.2;103.82;106542
2013-05-14;102.6;102.82;101.96;103.1;160028
2013-05-13;102.82;103.26;102.25;103.86;173550
2013-05-10;103.91;104.35;101.56;104.45;215453
2013-05-09;104.47;104.44;103.45;104.6;197071
2013-05-08;104.34;104.11;103.53;104.8;229321
2013-05-07;104.4;105.4;104;105.94;264561
2013-05-06;105.46;104.25;103.89;105.54;135080
2013-05-03;104.19;102.8;102.37;104.92;257172
2013-05-02;102.85;99.82;99.51;102.98;287671
2013-05-01;99.95;101.82;98.76;102.33;267098
2013-04-30;102.37;103.78;101.48;104;253918
2013-04-29;103.81;102.79;102.57;103.94;200113
2013-04-26;103.16;103.2;102.25;103.48;196481
2013-04-25;103.41;101.8;101.35;103.49;280396
2013-04-24;101.73;100.34;100.22;101.99;204010
2013-04-23;100.31;100.56;98.78;100.59;242743
2013-04-22;100.39;99.56;99.2;101.04;210037
2013-04-19;99.65;99.54;99.04;100.33;175359
2013-04-18;99.13;97.46;96.75;99.85;306939
2013-04-17;97.69;100.11;97.26;100.46;292116
2013-04-16;99.91;99.43;98;100.37;328741
2013-04-15;100.39;103.03;100.02;103.09;23654
2013-04-12;103.11;104.29;101.09;104.39;121488
2013-04-11;104.27;105.5;103.7;105.94;116868
2013-04-10;105.79;106.19;105.16;106.47;136064
2013-04-09;106.23;104.78;104.27;106.5;173294
2013-04-08;104.66;104.28;103.4;105.55;245683
2013-04-05;104.12;106.49;103.62;106.65;273972
2013-04-04;106.34;107.07;105.29;108.06;284409
2013-04-03;107.11;110.28;106.78;110.43;304648
2013-04-02;110.69;111.07;110;111.79;205635
2013-04-01;111.08;110.15;109.38;111.33;102143
2013-03-28;110.02;109.85;108.98;110.1;164972
2013-03-27;109.69;109.4;108.85;109.98;217522
2013-03-26;109.36;108.11;107.71;109.59;207409
2013-03-25;108.17;106.86;106.8;109.07;199228
2013-03-22;107.66;107.31;106.9;107.96;174361
2013-03-21;107.47;108.48;107.08;108.75;190904
2013-03-20;108.72;107.59;107.55;108.92;169060
2013-03-19;107.45;109.41;107.25;109.54;226677
2013-03-18;109.51;109.83;107.78;109.83;180934
2013-03-15;109.82;109.32;109.02;110.53;186110
2013-03-14;109.42;108.36;108.18;109.98;18266
2013-03-13;108.52;109.7;107.91;109.89;106228
2013-03-12;109.65;110.13;109.3;111.2;146001
2013-03-11;110.22;110.67;109.53;110.72;164821
2013-03-08;110.85;110.9;109.14;111.33;228947
2013-03-07;111.15;111.08;110.41;111.4;213074
2013-03-06;111.06;111.83;110.46;112.23;201766
2013-03-05;111.61;110.1;110.1;111.93;233647
2013-03-04;110.09;110.58;109.58;110.89;226779
2013-03-01;110.4;110.9;109.82;111.36;251904
2013-02-28;111.38;111.95;110.87;112.57;224447
2013-02-27;111.87;112.8;111.65;113.35;220008
2013-02-26;112.71;113.64;112.41;114.34;257230
2013-02-25;114.44;114.19;113.31;115.87;190535
2013-02-22;114.1;113.6;113.6;114.79;173497
2013-02-21;113.53;115.2;113.32;115.31;248788
2013-02-20;115.6;117.35;115.02;117.66;219241
2013-02-19;117.52;117.48;116.55;117.6;134903
2013-02-18;117.38;117.81;116.92;118.19;60363
2013-02-15;117.66;117.96;116.28;118.11;216482
2013-02-14;118;117.9;117.25;118.29;186862
2013-02-13;118.72;118.66;118.39;119.12;27822
2013-02-12;118.66;118.27;117.81;118.9;98003
2013-02-11;118.13;118.9;117.54;119.07;141275
2013-02-08;118.9;117.48;117.31;119.17;206475
2013-02-07;117.24;116.9;116.71;117.83;242302
2013-02-06;116.73;116.45;115.72;117.05;207777
2013-02-05;116.52;115.47;115.01;117.23;227098
2013-02-04;115.6;116.5;115.32;116.67;214963
2013-02-01;116.76;115.77;115.4;117.07;245847
2013-01-31;115.55;114.91;114.28;115.76;195486
2013-01-30;114.9;114.28;114.07;115.24;200605
2013-01-29;114.36;113.48;113.07;114.49;208914
2013-01-28;113.48;113.45;112.6;113.8;172156
2013-01-25;113.28;113.28;112.83;113.84;204354
2013-01-24;113.28;112.76;112.4;113.65;211582
2013-01-23;112.8;112.42;112.06;113.15;239710
2013-01-22;112.42;111.71;111.35;112.65;207850
2013-01-21;111.71;111.67;111.41;111.99;74581
2013-01-18;111.89;111.1;110.47;111.97;182511
2013-01-17;111.1;109.74;109.45;111.38;206285
2013-01-16;110.61;110.52;110.24;110.84;19705
2013-01-15;110.3;111.93;110.19;112.46;101258
2013-01-14;111.88;110.62;110.31;112.15;110228
2013-01-11;110.64;111.95;109.6;111.95;168066
2013-01-10;111.89;111.68;111.6;113.29;196974
2013-01-09;111.76;111.9;111.11;112.23;171953
2013-01-08;111.94;111.42;111.12;112.47;194000
2013-01-07;111.4;111.42;110.54;111.69;203500
2013-01-04;111.31;111.72;110.38;111.78;191334
2013-01-03;112.14;112.2;111.63;112.42;190290
2013-01-02;112.47;111.5;111.27;112.9;183135
2012-12-31;111.11;110.35;109.38;111.34;98677
2012-12-28;110.62;111.24;109.83;111.38;117894
2012-12-27;110.8;110.78;110.1;111.33;104800
2012-12-26;111.07;109.15;109;111.52;75293
2012-12-24;108.8;109.02;108.13;109.22;49454
2012-12-21;108.97;110.2;108.66;110.28;132659
2012-12-20;110.2;110.1;109.7;110.66;136538
2012-12-19;110.36;108.9;108.74;110.48;162393
2012-12-18;108.84;107.98;107.93;108.98;137271
2012-12-17;107.64;108.3;107.58;108.5;129067
2012-12-14;109.15;108.2;108.2;109.58;16502
2012-12-13;107.91;109.36;107.8;109.52;77622
2012-12-12;109.5;108.14;108.14;110.5;169434
2012-12-11;108.01;107.45;107.09;108.37;160055
2012-12-10;107.33;107.3;107.01;108.54;168702
2012-12-07;107.02;107.05;106.66;107.89;181184
2012-12-06;107.03;108.63;106.63;109.16;215283
2012-12-05;108.81;109.87;108.64;110.57;184649
2012-12-04;109.84;110.92;109.15;110.92;213909
2012-12-03;110.92;110.96;110.6;112.33;195733
2012-11-30;111.23;110.35;110.25;111.34;162851
2012-11-29;110.76;109.7;109.45;111.3;254908
2012-11-28;109.51;109.95;108.44;110.17;192924
2012-11-27;109.87;111;109.31;111.36;178244
2012-11-26;110.92;111.16;110.27;111.48;134485
2012-11-23;111.38;110.47;110.1;111.54;103820
2012-11-22;110.55;110.97;110.11;111.17;55283
2012-11-21;110.86;110.49;109.55;111.46;192519
2012-11-20;109.83;111.8;109.01;111.85;236766
2012-11-19;111.7;109.2;109.19;112.2;232659
2012-11-16;108.95;107.69;107.66;109.25;200902
2012-11-15;110.98;109.68;109.66;111.12;21030
2012-11-14;109.61;108.12;107.8;110.35;113913
2012-11-13;108.26;108.7;107.38;108.98;140008
2012-11-12;109.07;109.59;108.56;110.39;180987
2012-11-09;109.4;107.15;106.25;109.78;201017
2012-11-08;107.25;106.92;106.12;108.17;200132
2012-11-07;106.82;110.83;106.53;111.64;265328
2012-11-06;111.07;107.93;107.13;111.31;259929
2012-11-05;107.73;105.55;104.76;108.18;217322
2012-11-02;105.68;108.07;105.5;108.8;234748
2012-11-01;108.17;108.49;107.75;109.03;205329
2012-10-31;108.7;109.14;108.3;109.8;174268
2012-10-30;109.08;109.36;108.65;110.1;147694
2012-10-29;109.44;109.65;108.51;110.26;170595
2012-10-26;109.55;108.49;107.4;109.7;210558
2012-10-25;108.49;107.59;107.46;109.28;216599
2012-10-24;107.85;108.31;106.8;109.34;233367
2012-10-23;108.25;109.52;107.31;109.8;254992
2012-10-22;109.44;109.95;109.12;110.97;218731
2012-10-19;110.14;112.26;109.9;113.27;231128
2012-10-18;112.42;113.13;111.57;113.63;212561
2012-10-17;113.22;113.93;112.8;114.31;197956
2012-10-16;115.07;115.72;114.5;116.2;20621
2012-10-15;115.8;114.64;113.58;115.91;108784
2012-10-12;114.62;115.96;113.94;115.96;119845
2012-10-11;115.71;114.56;114.42;116.02;144677
2012-10-10;114.33;114.23;113.77;115.59;180307
2012-10-09;114.5;112.22;111.97;114.72;213793
2012-10-08;111.82;111.99;110.54;112.35;168659
2012-10-05;112.02;112.45;110.54;113.05;237738
2012-10-04;112.58;108.2;108.02;112.69;240031
2012-10-03;108.17;111.36;107.67;111.36;240499
2012-10-02;111.57;112.28;111.27;112.45;152721
2012-10-01;112.19;112.34;111.47;113.27;161820
2012-09-28;112.39;112.53;111.52;113.4;184797
2012-09-27;112.01;110.17;109.68;112.5;226564
2012-09-26;110.04;109.88;108.45;110.23;198470
2012-09-25;110.45;109.93;109.44;111.47;195935
2012-09-24;109.81;111.5;108.78;111.56;187245
2012-09-21;111.42;110.5;110.08;111.7;161966
2012-09-20;110.03;108.18;107.1;110.65;250449
2012-09-19;108.19;111.71;107.4;112.98;298801
2012-09-18;112.03;113.45;111.61;114.42;212109
2012-09-17;113.79;116.67;111.5;117.02;212968
2012-09-14;116.66;115.66;115.58;117.95;181373
2012-09-13;116.9;115.6;115.45;117.48;25025
2012-09-12;115.96;115;115;116.67;135264
2012-09-11;115.4;114.65;114.37;115.46;151866
2012-09-10;114.81;114.55;113.92;115.05;149700
2012-09-07;114.25;112.8;112.34;114.65;227675
2012-09-06;113.49;113.67;112.55;115.15;234049
2012-09-05;113.09;114.1;112.73;114.38;229600
2012-09-04;114.18;115.51;113.93;116.65;216749
2012-09-03;115.78;114.7;114.03;115.98;76839
2012-08-31;114.57;112.48;112.36;114.93;209495
2012-08-30;112.65;112.5;112.25;113.44;157321
2012-08-29;112.54;112.34;111.5;113.3;181929
2012-08-28;112.58;112.68;111.71;113.1;191605
2012-08-27;112.26;113.8;111.56;115.5;171394
2012-08-24;113.59;114.59;113;115.28;215527
2012-08-23;115.01;114.84;114.33;116.38;196031
2012-08-22;114.91;114.71;113.53;115.27;203759
2012-08-21;114.64;113.65;113.65;115.58;172395
2012-08-20;113.7;113.83;112.87;114.7;162566
2012-08-17;113.71;114.48;112.7;114.77;178791
2012-08-16;116.9;116.55;115.5;117.03;14433
2012-08-15;116.25;113.94;113.49;116.72;83421
2012-08-14;114.03;113.47;113.22;114.3;103775
2012-08-13;113.6;113.4;113.09;115.11;146511
2012-08-10;112.95;113.28;111.31;113.54;139046
2012-08-09;113.22;111.99;111.6;113.53;141864
2012-08-08;112.14;111.58;110.85;113.27;188637
2012-08-07;112;109.43;109.13;112.56;177352
2012-08-06;109.55;108.6;107.9;109.77;149982
2012-08-03;108.94;105.93;105.8;109.13;215453
2012-08-02;105.9;105.8;104.97;107.3;259588
2012-08-01;105.96;104.4;104.06;106.92;206851
2012-07-31;104.92;106.12;104.1;106.52;210359
2012-07-30;106.2;106.37;105.58;106.99;128633
2012-07-27;106.47;105.19;105.02;106.73;185602
2012-07-26;105.26;104.15;103.47;106.18;218010
2012-07-25;104.38;103.16;102.1;104.71;217390
2012-07-24;103.42;103.09;102.53;104.48;221458
2012-07-23;103.26;106.9;102.42;106.94;215644
2012-07-20;106.83;107.5;105.6;107.7;168455
2012-07-19;107.8;105.32;105.28;108.18;199489
2012-07-18;105.16;103.58;103.22;105.6;198740
2012-07-17;104;103.32;102.77;104.75;186276
2012-07-16;103.55;102.76;102.07;103.69;18625
2012-07-13;102.4;100.53;100.51;103.44;110859
2012-07-12;101.07;100.64;98.51;101.36;175041
2012-07-11;100.23;97.97;97.83;100.83;171819
2012-07-10;97.97;99.5;97.73;99.65;201849
2012-07-09;100.32;98.15;97.92;101.06;225174
2012-07-06;98.19;100.4;97.73;100.4;223916
2012-07-05;100.7;99.75;99.3;102.34;314932
2012-07-04;99.77;100.75;99.26;100.95;79561
2012-07-03;100.68;97.24;97.12;101.58;289692
2012-07-02;97.34;97.6;95.3;97.87;245472
2012-06-29;97.8;92.06;91.73;98.29;275794
2012-06-28;91.36;93.32;90.88;93.85;235159
2012-06-27;93.5;92.81;91.7;93.95;231828
2012-06-26;93.02;91.3;90.7;93.25;236484
2012-06-25;91.01;91.65;89.6;91.75;211662
2012-06-22;90.98;89.38;88.49;91.7;238666
2012-06-21;89.23;92.55;88.9;92.76;351702
2012-06-20;92.69;95.71;92.38;96.04;328770
2012-06-19;95.76;95.91;94.44;96.8;276726
2012-06-18;96.05;98.04;95.38;99.5;233812
2012-06-15;97.61;97.9;96.97;98.1;148877
2012-06-14;97.03;97.2;96.33;97.8;35173
2012-06-13;97.13;97.24;96.67;98.38;138290
2012-06-12;97.14;96.81;96.62;97.97;245701
2012-06-11;98;100.24;96.46;102.21;233783
2012-06-08;99.47;99.3;97.19;99.99;252948
2012-06-07;99.93;100.91;99.07;102.45;284006
2012-06-06;100.64;98.9;98.71;101.39;238424
2012-06-05;98.84;99.16;97.68;99.63;145827
2012-06-04;98.85;98.43;95.63;99.15;174173
2012-06-01;98.43;101.69;97.54;101.95;324332
2012-05-31;101.87;103.23;101.27;104.16;258762
2012-05-30;103.47;106.82;102.85;106.82;225431
2012-05-29;106.68;107.45;106.06;107.95;223911
2012-05-28;107.11;106.83;106.8;108.04;55581
2012-05-25;106.83;106.55;106.02;107.24;145986
2012-05-24;106.55;106.1;105.03;107.25;191101
2012-05-23;105.56;108.11;105.39;108.16;239756
2012-05-22;108.41;109.25;107.79;109.36;180212
2012-05-21;108.81;107.4;106.75;109.43;171292
2012-05-18;107.14;106.75;106.4;107.99;206503
2012-05-17;107.49;109.43;106.58;110.15;293237
2012-05-16;111.71;112.02;110.41;112.1;22415
2012-05-15;112.24;111.17;110.93;112.67;151541
2012-05-14;111.57;112.07;110.04;112.07;199082
2012-05-11;112.26;112.05;111.4;112.8;189445
2012-05-10;112.73;112.72;112.12;113.64;198338
2012-05-09;113.2;113.05;111.31;113.27;239776
2012-05-08;112.73;113.16;110.53;113.64;252428
2012-05-07;113.16;112.8;110.34;113.5;159882
2012-05-04;113.18;115.91;111.76;116.29;323768
2012-05-03;116.08;118.2;115.92;118.45;231991
2012-05-02;118.2;119.7;117.64;119.8;216217
2012-05-01;119.66;119.28;118.8;120.02;160252
2012-04-30;119.47;119.7;118.73;119.79;174064
2012-04-27;119.83;119.6;119.06;119.95;173893
2012-04-26;119.92;119.05;118.78;120.17;225240
2012-04-25;119.12;118.38;117.45;119.25;242120
2012-04-24;118.16;118.75;117.85;118.94;173505
2012-04-23;118.71;118.7;117.21;118.91;203505
2012-04-20;118.76;118.01;117.87;119.69;178697
2012-04-19;118;118.15;117.68;119.15;204709
2012-04-18;117.97;118.45;116.7;118.85;251109
2012-04-17;118.78;118.53;117.98;119.34;248479
2012-04-16;118.68;121;118.2;121;232834
2012-04-13;121.83;121.88;120.77;122;15614
2012-04-12;121.71;120.14;119.28;121.92;125983
2012-04-11;120.18;119.87;119.05;120.8;178711
2012-04-10;119.88;122.53;119.49;122.83;223005
2012-04-09;122.67;122.85;121.02;122.86;91960
2012-04-05;123.43;122.54;121.8;123.54;183560
2012-04-04;122.34;124.88;122.3;124.99;250186
2012-04-03;124.86;125.3;124.3;125.97;197645
2012-04-02;125.43;122.94;121.7;125.63;229530
2012-03-30;122.88;122.6;122.58;124.07;185189
2012-03-29;122.39;124.23;121.37;124.64;224416
2012-03-28;124.16;125.18;123.53;125.18;212669
2012-03-27;125.54;125.74;124.91;126.18;211602
2012-03-26;125.65;125.04;124.58;125.89;128771
2012-03-23;125.13;123.3;123.1;127.06;207429
2012-03-22;123.14;124.04;122.3;124.25;189187
2012-03-21;124.2;124.21;123.76;124.8;152408
2012-03-20;124.12;125.27;123.2;125.44;185592
2012-03-19;125.71;125.6;124.82;126.05;128753
2012-03-16;125.81;122.55;122.45;126.16;159876
2012-03-15;123.55;125.12;120.97;125.35;20330
2012-03-14;124.97;126.12;124.64;126.68;106672
2012-03-13;126.22;125.5;125;126.79;133814
2012-03-12;125.34;125.84;124.2;125.98;151690
2012-03-09;125.98;125.48;124.69;126.37;140588
2012-03-08;125.44;124.05;123.8;126.34;191532
2012-03-07;124.12;122.19;121.99;124.45;199254
2012-03-06;121.98;124.39;121.59;124.39;233269
2012-03-05;123.8;123.37;122.66;124.66;166569
2012-03-02;123.65;126.16;123.12;126.16;196633
2012-03-01;126.2;123;122.49;128.4;260752
2012-02-29;122.66;121.61;120.5;123.2;243681
2012-02-28;121.55;123.39;121.5;123.95;195248
2012-02-27;124.17;125.25;123;125.51;177944
2012-02-24;125.47;124.01;123.3;125.55;146862
2012-02-23;123.62;122.73;122.1;124.5;214761
2012-02-22;122.9;121.5;121;123.23;180940
2012-02-21;121.66;120.07;119.21;121.88;156159
2012-02-20;120.05;120;119.8;121.15;64824
2012-02-17;119.58;120.13;118.85;120.7;183825
2012-02-16;120.11;118.9;118.32;120.38;205126
2012-02-15;118.93;117.44;117.4;119.99;223574
2012-02-14;118.16;117.64;117;118.28;24276
2012-02-13;117.93;117.69;117.35;118.61;120609
2012-02-10;117.31;118.61;116.29;118.61;169308
2012-02-09;118.59;117.7;117.28;118.79;189772
2012-02-08;117.2;116.01;115.9;117.97;217974
2012-02-07;116.23;116.64;115.6;117.5;245838
2012-02-06;115.93;114.58;113.65;116.68;212323
2012-02-03;114.58;112.5;111.93;114.71;235991
2012-02-02;112.07;111.51;111.04;112.56;213050
2012-02-01;111.56;111.3;111.02;112.82;210932
2012-01-31;110.98;110.98;110.5;113.9;238208
2012-01-30;110.75;111.5;110.25;111.78;163790
2012-01-27;111.46;111;110.49;111.99;218694
2012-01-26;110.79;110.45;110.27;111.89;195025
2012-01-25;109.81;110.22;108.91;110.89;234587
2012-01-24;110.03;110.84;109.7;111.11;178433
