Date;c;o;l;h;volume
2023-05-01;79.31;80.11;78.13;80.24;146564
2023-04-28;79.54;78.25;77.69;79.61;13303
2023-04-27;78.37;77.77;77.39;78.61;104388
2023-04-26;77.69;80.92;77.46;81.47;172821
2023-04-25;80.77;82.59;80.35;83.06;209279
2023-04-24;82.73;81.87;80.48;82.99;197899
2023-04-21;81.66;80.79;80.45;82.05;196854
2023-04-20;81.1;82.75;80.77;82.92;302902
2023-04-19;83.12;84.9;82.39;85.15;333215
2023-04-18;84.77;84.74;83.81;85.41;315698
2023-04-17;84.76;86.43;84.34;86.52;261810
2023-04-14;86.31;86.18;85.53;86.87;262578
2023-04-13;86.09;87.19;86.05;87.47;291944
2023-04-12;87.33;85.59;85.39;87.49;347797
2023-04-11;85.61;84.24;83.75;85.67;262666
2023-04-10;84.18;85.1;84.09;85.66;140529
2023-04-06;85.12;84.89;84.05;85.45;259617
2023-04-05;84.99;85.22;84.01;85.54;246479
2023-04-04;84.94;84.89;83.82;86.04;308533
2023-04-03;84.93;86;83.5;86.44;478307
2023-03-31;79.77;79.19;78.54;79.8;6853
2023-03-30;79.27;78.23;77.86;79.55;62922
2023-03-29;78.28;78.97;77.94;79.68;79541
2023-03-28;78.65;78.23;77.54;79.2;145681
2023-03-27;78.12;75;74.8;78.42;146945
2023-03-24;74.99;75.53;72.68;76.32;156306
2023-03-23;75.91;75.87;75.12;77.44;199644
2023-03-22;76.69;75.15;74.5;77.12;194042
2023-03-21;75.32;73.64;72.82;75.42;226837
2023-03-20;73.79;73.01;70.12;73.87;282569
2023-03-17;72.97;74.7;71.4;75.92;427490
2023-03-16;74.7;74.3;71.86;75.54;332586
2023-03-15;73.69;77.82;71.67;78.73;547561
2023-03-14;77.45;80.54;76.89;80.92;357862
2023-03-13;80.77;82.6;78.34;83.48;467281
2023-03-10;82.78;81.47;80.73;83.11;369281
2023-03-09;81.59;82.55;81.42;84;282564
2023-03-08;82.66;83.03;82.06;83.59;297087
2023-03-07;83.29;86.23;82.83;86.75;295188
2023-03-06;86.18;85.83;84.34;86.35;244340
2023-03-03;85.83;84.61;82.36;86;312895
2023-03-02;84.75;84.31;83.83;85.1;214215
2023-03-01;84.31;83.05;82.61;84.49;242656
2023-02-28;83.89;82.3;82.19;84.15;12300
2023-02-27;82.45;83.19;81.73;83.6;58845
2023-02-24;83.16;82.49;81.07;83.39;107150
2023-02-23;82.21;80.48;80.4;82.77;157669
2023-02-22;80.6;82.78;80.43;83.25;253144
2023-02-21;83.05;83.86;82.56;84.2;231628
2023-02-20;84.07;83.15;82.73;84.3;143850
2023-02-17;83;84.6;81.8;84.87;303660
2023-02-16;85.14;85.27;84.6;86.21;197021
2023-02-15;85.38;85.2;83.88;85.85;245984
2023-02-14;85.58;85.83;84.13;86.42;231627
2023-02-13;86.61;86.51;85.1;86.95;207621
2023-02-10;86.39;84.22;83.93;86.9;297344
2023-02-09;84.5;84.96;83.05;85.5;260730
2023-02-08;85.09;84.11;83.51;85.15;254144
2023-02-07;83.69;81.26;81.19;84.13;290979
2023-02-06;80.99;79.61;79.1;81.43;325206
2023-02-03;79.94;82.27;79.62;84.2;330324
2023-02-02;82.17;83.34;81.25;83.61;287085
2023-02-01;82.84;85.56;82.37;86.21;348662
2023-01-31;84.49;85.18;83.73;85.25;11891
2023-01-30;84.9;86.88;84.66;87.48;65548
2023-01-27;86.66;87.65;85.69;88.95;107084
2023-01-26;87.47;86.35;85.74;88.01;139104
2023-01-25;86.12;86.28;85.41;87;159465
2023-01-24;86.13;88.07;85.8;88.71;207745
2023-01-23;88.19;87.7;86.92;89.09;192408
2023-01-20;87.63;86.42;85.58;87.79;212917
2023-01-19;86.16;84.34;83.76;86.85;250959
2023-01-18;84.98;86.45;84.36;87.85;288148
2023-01-17;85.92;84.2;84.04;86.82;238298
2023-01-16;84.46;85.36;83.83;85.59;125963
2023-01-13;85.28;83.91;83.5;85.5;217396
2023-01-12;84.03;82.88;82.37;84.62;264068
2023-01-11;82.67;79.52;79.31;83;273786
2023-01-10;80.1;79.54;78.81;80.89;244353
2023-01-09;79.65;78.42;78.42;81.37;245120
2023-01-06;78.57;78.8;78.05;80.59;215424
2023-01-05;78.69;78.16;77.61;79.97;259584
2023-01-04;77.84;82.31;77.72;82.72;319305
2023-01-03;82.1;85.96;81.78;87;302855
2022-12-30;85.91;83.71;82.88;86;168654
2022-12-29;82.26;82.88;81.28;83.14;10986
2022-12-28;83.26;84.6;81.92;84.76;57560
2022-12-27;84.33;84.5;83.65;85.6;61995
2022-12-23;83.92;81.69;81.29;84.12;82361
2022-12-22;80.98;82.52;80.67;83.85;166011
2022-12-21;82.2;79.94;79.55;82.52;148437
2022-12-20;79.99;80.25;78.28;80.89;183945
2022-12-19;79.8;79.21;78.6;80.87;174244
2022-12-16;79.04;81.32;78.29;81.78;243493
2022-12-15;81.21;82.76;80.83;83.18;194974
2022-12-14;82.7;80.35;80.11;83.15;209833
2022-12-13;80.68;78.13;78.1;81.28;243816
2022-12-12;77.99;76.88;75.26;78.59;213072
2022-12-09;76.1;76.63;75.11;77.48;216497
2022-12-08;76.15;77.46;75.74;79.17;259015
2022-12-07;77.17;79.76;76.91;80.49;279365
2022-12-06;79.35;83.28;78.7;83.69;309553
2022-12-05;82.68;85.73;82.52;88.44;252904
2022-12-02;85.57;86.9;85.16;87.91;198732
2022-12-01;86.88;86.78;86.26;89.37;229128
2022-11-30;85.43;83.77;83.61;85.67;9048
2022-11-29;83.03;82.41;82.39;86;67931
2022-11-28;83.19;83.58;80.61;84.1;102556
2022-11-25;83.63;85.5;83.59;86.87;85308
2022-11-24;85.34;85.04;83.9;85.54;75611
2022-11-23;85.41;88.47;84.12;89.56;212138
2022-11-22;88.36;87.76;87.35;89.9;190846
2022-11-21;87.45;87.74;82.31;87.98;354597
2022-11-18;87.62;90.1;85.8;90.63;379661
2022-11-17;89.78;92.73;89.53;92.91;313529
2022-11-16;92.86;94.11;91.67;94.79;257615
2022-11-15;93.86;92.59;91.53;95.77;317499
2022-11-14;93.14;95.87;92.5;96.95;248245
2022-11-11;95.99;93.84;93.69;96.92;238066
2022-11-10;93.67;92.53;91.73;94.32;278533
2022-11-09;92.65;95.17;92.33;95.65;308020
2022-11-08;95.36;98.24;95;98.3;251667
2022-11-07;97.92;97.31;96.5;99.56;241941
2022-11-04;98.57;94.58;94.33;98.81;307087
2022-11-03;94.67;95.36;94.19;95.98;229115
2022-11-02;96.16;94.85;94.01;96.5;253003
2022-11-01;94.65;92.67;92.33;95.55;247652
2022-10-31;94.83;96.47;94.25;96.47;14997
2022-10-28;95.77;96.58;94.96;96.89;89938
2022-10-27;96.96;96.05;95.07;97.27;84574
2022-10-26;95.69;92.91;92.06;96.25;138002
2022-10-25;93.52;93.47;91.62;94.38;165514
2022-10-24;93.26;93.59;91.22;94.4;179202
2022-10-21;93.5;92.45;91;93.8;203280
2022-10-20;92.38;92.4;91.91;94.77;237540
2022-10-19;92.41;90.79;89.32;92.85;272350
2022-10-18;90.03;91.99;88.77;92.66;320421
2022-10-17;91.62;91.71;90.83;93.21;203801
2022-10-14;91.63;94.53;91.28;95.11;210773
2022-10-13;94.57;92.49;91.08;94.92;280518
2022-10-12;92.45;93.72;91.56;95.17;257656
2022-10-11;94.29;95.93;93.11;96.46;259027
2022-10-10;96.19;98.75;95.6;98.75;215365
2022-10-07;97.92;94.71;93.94;98.58;269400
2022-10-06;94.42;93.71;92.72;94.98;207526
2022-10-05;93.37;91.89;90.76;93.96;296201
2022-10-04;91.8;88.81;88.78;92.4;282379
2022-10-03;88.86;86.35;86.35;89.82;270689
2022-09-30;87.96;88.53;87.69;89.8;5892
2022-09-29;88.49;88.97;87.33;90.12;57863
2022-09-28;89.32;86.14;84.26;89.47;74332
2022-09-27;86.27;84.05;84.01;87.15;104088
2022-09-26;84.06;86.62;83.65;87.65;119602
2022-09-23;86.15;90.46;85.5;90.84;180102
2022-09-22;90.46;89.99;89.3;92.81;170284
2022-09-21;89.83;90.74;89.3;93.5;216932
2022-09-20;90.62;92.15;89.8;93.05;188559
2022-09-19;92;91.43;88.5;92.57;138529
2022-09-16;91.35;90.51;90.25;92.66;197482
2022-09-15;90.84;94.65;90.03;94.66;257617
2022-09-14;94.1;93.4;91.93;95.8;259902
2022-09-13;93.17;94.31;91.05;95.53;275167
2022-09-12;94;92.54;91.21;95.17;210433
2022-09-09;92.84;88.62;88.6;93.12;202939
2022-09-08;89.15;87.7;87.24;89.83;208658
2022-09-07;88;92.81;87.4;93.8;300200
2022-09-06;92.83;95.19;92.3;95.94;225949
2022-09-05;95.74;93.02;93.02;96.99;144255
2022-09-02;93.02;92.66;92.65;95.32;210002
2022-09-01;92.36;95.18;91.81;95.68;297547
2022-08-31;96.49;99.79;95.44;100.46;10070
2022-08-30;99.31;104.9;97.55;105.45;59833
2022-08-29;105.09;100.67;100.16;105.48;53025
2022-08-26;100.99;99.83;98.1;101.21;130634
2022-08-25;99.34;101.73;99.12;102.47;161491
2022-08-24;101.22;100.19;99.1;101.9;183731
2022-08-23;100.22;96.78;96.53;100.45;210633
2022-08-22;96.48;95.95;92.36;97.28;207640
2022-08-19;96.72;96.68;94.25;97.88;178601
2022-08-18;96.59;93.29;93.05;97.42;208551
2022-08-17;93.65;92.67;91.51;94.48;199193
2022-08-16;92.34;94.01;91.71;95.95;217751
2022-08-15;95.1;97.72;92.78;98.17;217574
2022-08-12;98.15;99.33;96.94;100.38;188126
2022-08-11;99.6;97.04;96.63;100.17;219416
2022-08-10;97.4;96.34;93.63;97.97;247741
2022-08-09;96.31;96.36;94.9;98.4;219670
2022-08-08;96.65;94.51;93.01;96.82;201246
2022-08-05;94.92;93.65;92.78;96.4;216197
2022-08-04;94.12;97.1;93.2;97.66;264805
2022-08-03;96.78;99.73;96.5;102.41;293111
2022-08-02;100.54;99.87;98.49;102.41;229684
2022-08-01;100.03;103.92;99.09;104.43;272835
2022-07-29;110.01;108;106.9;110.67;9127
2022-07-28;107.14;107.31;106;109.06;80841
2022-07-27;106.62;104.75;103.73;107.86;77693
2022-07-26;104.4;104.73;103.99;107.34;110001
2022-07-25;105.15;103.85;101.64;105.38;123666
2022-07-22;103.2;103.86;101.9;105.72;137242
2022-07-21;103.86;106.49;101.5;106.78;228699
2022-07-20;106.92;107.07;105.08;107.45;186695
2022-07-19;107.35;105.74;103.6;107.61;226403
2022-07-18;106.27;100.82;99.46;106.48;213498
2022-07-15;101.16;99.91;98.17;102.64;218091
2022-07-14;99.1;99.43;94.5;100.39;318794
2022-07-13;99.57;98.5;98.28;101.21;247469
2022-07-12;99.49;106.25;98.9;106.56;275618
2022-07-11;107.1;107;103.64;107.7;194659
2022-07-08;107.02;104.65;103.67;107.47;238348
2022-07-07;104.65;100.14;98.5;106.35;279661
2022-07-06;100.69;104.88;98.5;105.85;350296
2022-07-05;102.77;113.54;101.1;114.75;428839
2022-07-04;113.5;111.65;110.4;114;100588
2022-07-01;111.63;109.49;108.03;112.45;235417
2022-06-30;114.81;116.01;114.22;116.67;7113
2022-06-29;116.26;117.96;115.2;120.41;54344
2022-06-28;117.98;115.74;115.72;118.27;65764
2022-06-27;115.09;112.92;111.26;116.08;118097
2022-06-24;113.12;110.04;109.24;114;134176
2022-06-23;110.05;109.58;108.04;112.7;195916
2022-06-22;111.74;114.4;107.03;114.45;293049
2022-06-21;114.65;114.21;114.02;116.25;204031
2022-06-20;114.13;113.88;111.52;114.5;161603
2022-06-17;113.12;119.13;111.72;121.25;319905
2022-06-16;119.81;119.65;115.56;120.29;276675
2022-06-15;118.51;120.79;117.75;121.88;231061
2022-06-14;121.17;121.88;118.91;125.19;291264
2022-06-13;122.27;121.94;118.93;123.7;257105
2022-06-10;122.01;122.89;119.81;124.33;294278
2022-06-09;123.07;123.6;122.5;124.34;218983
2022-06-08;123.58;120.65;120.45;124.4;256288
2022-06-07;120.57;119.94;118.55;121.37;276716
2022-06-06;119.51;121.55;118.77;121.95;204089
2022-06-03;119.72;118.22;116.02;121.45;141657
2022-06-02;117.61;115.02;112.45;118.46;216903
2022-06-01;116.29;116.08;115.4;118.57;242156
2022-05-31;122.84;122.2;121.6;125.28;11561
2022-05-30;121.67;119.28;118.98;122.01;42413
2022-05-27;119.43;117.52;116.63;119.72;81158
2022-05-26;117.4;114.35;113.85;118;123575
2022-05-25;114.03;114.12;113.01;115.3;152329
2022-05-24;113.56;112.79;111.7;114.63;191734
2022-05-23;113.42;112.85;111.86;114.34;196505
2022-05-20;112.55;111.45;110.52;113.23;180892
2022-05-19;112.04;108.22;105.7;112.31;272347
2022-05-18;109.11;112.91;108.35;114.15;245044
2022-05-17;111.93;114.42;111.09;115.69;277888
2022-05-16;114.24;111.67;108.84;114.79;218438
2022-05-13;111.55;108.25;107.79;111.69;220316
2022-05-12;107.45;107.67;104.69;108.71;264263
2022-05-11;107.51;101.51;101.3;108.29;287529
2022-05-10;102.46;105.5;101.54;106.96;327990
2022-05-09;105.94;112.94;105;113.2;302174
2022-05-06;112.39;111.27;109.87;113.5;249825
2022-05-05;110.9;110.55;109.2;114;279883
2022-05-04;110.14;105.91;105.46;111;241680
2022-05-03;104.97;107.61;104.62;108.32;184195
2022-05-02;107.58;106.3;103.1;108.46;151340
2022-04-29;109.34;107.55;107;110.3;12018
2022-04-28;107.59;104.96;103.29;108;73317
2022-04-27;105.32;105.45;103.27;106.33;67057
2022-04-26;104.99;102.53;101.08;106.2;138203
2022-04-25;102.32;105.49;99.48;105.85;156353
2022-04-22;106.65;108.26;105.54;108.76;125868
2022-04-21;108.33;107.07;106.76;109.8;185375
2022-04-20;106.8;108.1;104.65;109;243672
2022-04-19;107.25;112.85;106.74;114.21;239907
2022-04-18;113.16;112.32;110.71;114.84;132154
2022-04-14;111.7;108.29;106.63;112.39;210179
2022-04-13;108.78;105.44;104.06;109;247255
2022-04-12;104.64;99.35;98.9;105.6;273948
2022-04-11;98.48;103.21;97.57;103.3;238692
2022-04-08;102.78;101.42;99.65;103.3;217643
2022-04-07;100.58;101.78;98.41;103.59;296034
2022-04-06;101.07;105.7;100.54;108.67;286516
2022-04-05;106.64;108.51;104.53;109.9;203055
2022-04-04;107.53;104.08;102.89;108.68;218681
2022-04-01;104.39;105.25;102.35;106.24;238624
2022-03-31;107.91;112.81;106.5;112.94;8678
2022-03-30;113.45;112;110.74;114.8;72332
2022-03-29;110.23;110.1;104.84;114.83;93679
2022-03-28;112.48;119.9;109.06;119.9;150818
2022-03-25;120.65;118.88;115.16;120.92;133459
2022-03-24;119.03;121.56;116.93;123.74;177664
2022-03-23;121.6;114.7;114.45;122.34;224526
2022-03-22;115.48;117.04;112.64;119.48;204659
2022-03-21;115.62;107.5;107.06;116.8;196494
2022-03-18;107.93;106.8;105.78;109.59;168906
2022-03-17;106.64;98.61;97.75;107.5;200947
2022-03-16;98.02;99.14;96.93;103.7;246821
2022-03-15;99.91;105.34;97.44;105.71;318121
2022-03-14;106.9;113.15;103.49;113.15;265914
2022-03-11;112.67;110.26;107.13;113.91;287385
2022-03-10;109.33;112.65;109;118.36;352338
2022-03-09;111.14;130.28;105.6;131.64;521577
2022-03-08;127.98;124.56;121.31;133.15;469994
2022-03-07;123.21;122.79;119.04;139.13;419930
2022-03-04;118.11;114.23;109.62;118.98;334408
2022-03-03;110.46;115.27;109.4;119.84;452523
2022-03-02;112.93;107.34;106.83;115.11;490567
2022-03-01;104.97;98.43;98.3;107.67;492513
2022-02-28;100.99;101.98;99.64;105.07;22961
2022-02-25;97.93;100.69;96;101.99;68982
2022-02-24;99.08;98.08;97.56;105.79;167791
2022-02-23;96.84;96.65;95.81;98.71;238632
2022-02-22;96.84;96.55;95.8;99.5;316384
2022-02-21;95.39;94.29;92.57;97.4;217035
2022-02-18;93.54;92.73;90.12;94.15;348345
2022-02-17;92.97;92.2;92.14;94.5;347788
2022-02-16;94.81;93.49;91.11;96.07;393794
2022-02-15;93.28;95.81;92.06;96.26;378253
2022-02-14;96.48;95.2;93.44;96.78;373086
2022-02-11;94.44;91.17;90.51;95.66;452105
2022-02-10;91.41;91.75;90.88;93.1;369013
2022-02-09;91.55;91.08;90.05;92.09;294004
2022-02-08;90.78;92.63;89.93;92.93;368548
2022-02-07;92.69;92.75;92.13;94;317289
2022-02-04;93.27;91.3;91.2;93.7;322131
2022-02-03;91.11;89.07;88.02;91.3;301787
2022-02-02;89.47;89.48;88.28;90.52;319432
2022-02-01;89.16;89.62;87.72;89.96;271771
2022-01-31;91.21;90.8;90.61;91.48;11010
2022-01-28;90.03;89.98;89.41;91.7;102009
2022-01-27;89.34;89.7;89;91.04;131704
2022-01-26;89.96;87.95;87.79;90.47;260111
2022-01-25;88.2;86.76;86.2;88.37;256212
2022-01-24;86.27;87.93;85.04;88.9;309894
2022-01-21;87.89;86.75;85.71;88.23;288214
2022-01-20;88.38;87.89;87.05;89.5;279524
2022-01-19;88.44;88.65;87.61;89.17;350935
2022-01-18;87.51;86.47;86.44;88.66;356876
2022-01-17;86.48;86.15;85.54;86.71;139817
2022-01-14;86.06;84.12;83.99;86.5;304718
2022-01-13;84.47;84.87;83.79;85.1;265203
2022-01-12;84.67;83.78;83.52;85.21;301386
2022-01-11;83.72;81.08;80.89;83.98;324941
2022-01-10;80.87;81.76;80.5;82.3;300651
2022-01-07;81.75;82;81.42;83;286113
2022-01-06;81.99;80.22;79.61;82.83;353156
2022-01-05;80.8;80.07;79.51;81.5;331736
2022-01-04;80;78.91;78.62;80.55;291677
2022-01-03;78.98;78.11;77.04;79.28;201029
2021-12-31;77.78;78.81;77.55;79.68;148959
2021-12-30;79.32;79.19;78.5;79.66;10896
2021-12-29;79.23;79.28;78.13;80.17;69626
2021-12-28;78.94;78.67;78.48;79.85;50411
2021-12-27;78.6;76.32;75.75;79.08;85387
2021-12-24;76.14;76.72;75.75;76.79;30538
2021-12-23;76.85;75.47;74.78;77;161242
2021-12-22;75.29;74.05;73.62;75.67;166713
2021-12-21;73.98;71.88;71.24;74.27;214067
2021-12-20;71.52;72.82;69.28;72.87;333764
2021-12-17;73.52;74.5;72.65;74.98;231412
2021-12-16;75.02;74.47;74;75.61;223637
2021-12-15;73.88;73.25;72.5;74.58;233190
2021-12-14;73.7;74.42;72.57;75.16;277860
2021-12-13;74.39;75.37;74.2;76.39;265514
2021-12-10;75.15;73.99;73.8;75.71;221360
2021-12-09;74.42;75.94;73.84;76.7;283389
2021-12-08;75.82;75.44;74.38;76.37;322080
2021-12-07;75.44;73.6;73.2;76.27;312282
2021-12-06;73.08;70.24;70.24;73.8;255401
2021-12-03;69.88;70.22;69.24;72.62;331824
2021-12-02;69.67;69.72;65.72;70.7;526601
2021-12-01;68.87;69.8;68.14;72.87;420402
2021-11-30;70.57;74.42;70.22;74.56;24823
2021-11-29;73.44;73.88;72.41;77.02;126354
2021-11-26;72.72;81.65;72.14;81.66;170776
2021-11-25;82.22;82.24;81.7;82.58;80445
2021-11-24;82.25;81.88;81.74;83;231071
2021-11-23;82.31;79.51;78.55;82.6;366596
2021-11-22;79.7;78.58;77.58;80.07;350902
2021-11-19;78.89;81;78.05;82.24;479928
2021-11-18;81.24;80.1;79.28;81.41;306849
2021-11-17;80.28;82.05;79.78;82.22;406749
2021-11-16;82.43;82;81.52;83.14;340716
2021-11-15;82.05;81.92;80.67;82.49;273717
2021-11-12;82.17;82.83;81.26;82.87;289298
2021-11-11;82.87;82.85;81.66;83.44;336137
2021-11-10;82.64;84.99;82.08;85.5;366309
2021-11-09;84.78;83.47;83.16;85.3;346571
2021-11-08;83.43;82.58;82.53;84;269601
2021-11-05;82.74;81.25;80.26;83.16;379685
2021-11-04;80.54;81.58;80.2;84.49;472428
2021-11-03;81.99;84.07;81.1;84.2;380105
2021-11-02;84.72;84.45;83.76;85.23;317069
2021-11-01;84.71;83.63;83.03;85.12;302904
2021-10-29;84.38;84.33;83.79;84.83;22766
2021-10-28;84.32;84.21;82.32;84.59;118142
2021-10-27;84.58;86.07;84.05;86.28;149747
2021-10-26;86.4;86.03;85.27;86.5;222562
2021-10-25;85.99;85.65;85.43;86.7;294554
2021-10-22;85.53;84.52;83.82;85.93;298347
2021-10-21;84.61;85.9;83.36;86.1;373646
2021-10-20;85.82;85.19;83.61;85.89;378692
2021-10-19;85.08;84.21;83.7;85.4;371791
2021-10-18;84.33;84.95;83.95;86.04;340957
2021-10-15;84.86;84.3;84.16;85.1;276465
2021-10-14;84;83.45;83.18;84.5;316636
2021-10-13;83.18;83.1;82.2;83.69;333681
2021-10-12;83.42;83.49;82.72;84.23;331408
2021-10-11;83.65;82.65;82.54;84.6;330444
2021-10-08;82.39;82.38;81.96;83.43;360971
2021-10-07;81.95;80.98;79.08;82.5;393098
2021-10-06;81.08;82.57;80.6;83.47;401358
2021-10-05;82.56;81.27;81.19;83.13;340269
2021-10-04;81.26;79.49;78.75;82;362369
2021-10-01;79.28;78.49;77.55;79.41;282370
2021-09-30;78.52;78.46;77.6;79.11;20505
2021-09-29;78.64;78.25;77.5;79.4;97967
2021-09-28;79.09;79.4;78.1;80.75;132328
2021-09-27;79.53;78.25;78.21;79.9;231127
2021-09-24;78.09;77.26;76.85;78.24;163225
2021-09-23;77.25;75.9;75.6;77.35;226594
2021-09-22;76.19;74.56;74.49;76.26;255750
2021-09-21;74.36;74.33;73.26;75.18;258712
2021-09-20;73.92;75.33;73.52;75.4;313752
2021-09-17;75.34;75.68;74.58;75.78;254860
2021-09-16;75.67;75.46;74.48;75.87;236511
2021-09-15;75.46;73.92;73.78;76.13;289449
2021-09-14;73.6;73.62;73.08;74.28;278577
2021-09-13;73.51;72.88;72.69;73.92;244731
2021-09-10;72.92;71.37;70.94;73.15;250505
2021-09-09;71.45;72.61;70.88;73.2;377808
2021-09-08;72.6;71.64;71.55;72.95;325358
2021-09-07;71.69;72.29;71.1;72.81;257397
2021-09-06;72.22;72.57;71.51;72.78;127870
2021-09-03;72.61;72.86;72.4;73.69;211423
2021-09-02;73.03;71.31;70.92;73.47;255422
2021-09-01;71.59;71.68;70.42;72.38;282490
2021-08-31;72.99;73.14;72.62;73.52;12592
2021-08-30;73.41;73.25;72;73.69;68657
2021-08-27;72.7;71.53;71.17;72.76;92199
2021-08-26;71.07;71.94;70.66;72.13;179568
2021-08-25;72.25;71;70.5;72.42;242068
2021-08-24;71.05;68.66;68.53;71.27;301295
2021-08-23;68.75;64.97;64.6;68.9;271564
2021-08-20;65.18;66.54;64.94;66.93;254451
2021-08-19;66.45;67.57;65.57;67.64;345974
2021-08-18;68.23;68.96;67.23;70.04;316976
2021-08-17;69.03;69.77;68.82;70;239956
2021-08-16;69.51;70.05;68.14;70.45;294024
2021-08-13;70.59;71.12;70;71.38;202417
2021-08-12;71.31;71.57;70.67;71.9;224987
2021-08-11;71.44;70.83;69.07;71.72;324038
2021-08-10;70.63;69.35;68.94;71.24;246128
2021-08-09;69.04;70.26;67.6;70.26;353678
2021-08-06;70.7;71.2;70.28;72.43;298955
2021-08-05;71.29;70.27;69.75;71.5;261052
2021-08-04;70.38;72.33;70.11;72.83;370132
2021-08-03;72.41;73.08;71.05;73.55;303729
2021-08-02;72.89;75.39;72.31;75.39;304873
2021-07-30;76.33;75.81;75.38;76.38;14392
2021-07-29;76.05;74.76;74.63;76.15;78273
2021-07-28;74.74;74.77;74.42;75.32;111619
2021-07-27;74.48;74.67;74.02;75.05;181936
2021-07-26;74.5;74.12;72.75;74.84;210637
2021-07-23;74.1;73.56;73.32;74.22;181662
2021-07-22;73.79;72.24;71.74;73.9;251602
2021-07-21;72.23;68.92;68.63;72.38;306322
2021-07-20;69.35;68.99;67.44;69.73;316477
2021-07-19;68.62;72.86;67.75;73.34;510920
2021-07-16;73.59;73.18;72.34;74.09;292660
2021-07-15;73.47;74.5;73.19;74.59;322328
2021-07-14;74.76;76.28;73.79;76.72;376936
2021-07-13;76.49;75.25;74.93;76.6;275913
2021-07-12;75.16;75.79;74.23;75.84;262298
2021-07-09;75.55;74.39;73.8;75.8;248179
2021-07-08;74.12;73.35;72.11;74.4;314340
2021-07-07;73.43;74.69;72.6;75.99;387427
2021-07-06;74.53;77.06;74.13;77.84;410703
2021-07-05;77.16;76.23;75.7;77.26;157222
2021-07-02;76.17;75.64;75.21;76.43;236220
2021-07-01;75.84;74.69;74.55;76.74;405155
2021-06-30;75.13;75.18;74.39;75.6;15062
2021-06-29;74.76;74.67;73.9;75.51;94942
2021-06-28;74.68;75.99;74.51;76.6;142108
2021-06-25;76.18;75.54;74.95;76.21;172413
2021-06-24;75.56;75.3;74.51;75.78;165052
2021-06-23;75.19;74.75;74.7;76.02;229037
2021-06-22;74.81;74.88;74.32;75.3;294724
2021-06-21;74.9;73.33;72.98;74.95;265470
2021-06-18;73.51;73;72.18;73.76;231547
2021-06-17;73.08;73.8;72.01;74.5;336640
2021-06-16;74.39;74.26;73.86;74.96;306090
2021-06-15;73.99;73.03;72.79;74.33;228619
2021-06-14;72.86;72.7;72.59;73.64;200722
2021-06-11;72.69;72.41;71.88;73.09;276476
2021-06-10;72.52;72.03;70.95;72.93;346576
2021-06-09;72.22;72.17;71.82;72.87;266374
2021-06-08;72.22;71.42;70.71;72.42;285225
2021-06-07;71.49;71.82;71.1;72.27;224334
2021-06-04;71.89;71.25;70.73;72.17;222000
2021-06-03;71.31;71.27;70.66;71.99;229785
2021-06-02;71.35;70.55;70.35;71.48;221631
2021-06-01;70.25;69.39;69.29;71.34;302490
2021-05-31;69.32;68.98;68.75;69.82;80181
2021-05-28;69.63;69.69;69.26;69.92;21263
2021-05-27;69.46;68.78;68.11;69.51;86513
2021-05-26;68.87;68.55;68.02;69.17;134619
2021-05-25;68.65;68.47;67.83;68.9;183131
2021-05-24;68.46;66.72;66.46;68.64;227254
2021-05-21;66.44;65.22;64.57;66.94;257641
2021-05-20;65.11;66.63;64.8;67.17;388162
2021-05-19;66.66;68.41;65.3;68.46;386890
2021-05-18;68.71;69.61;67.28;70.24;378016
2021-05-17;69.46;68.92;68.18;69.62;230775
2021-05-14;68.71;67;66.5;68.89;286132
2021-05-13;67.05;68.88;66.48;69.04;311999
2021-05-12;69.32;68.78;68.18;69.9;310299
2021-05-11;68.55;68.29;67.13;68.75;321857
2021-05-10;68.32;68.74;67.41;69.2;265604
2021-05-07;68.28;68.26;67.39;68.65;262581
2021-05-06;68.09;68.47;67.93;69.37;273282
2021-05-05;68.96;69.35;68.35;69.95;283725
2021-05-04;68.88;67.75;67.37;69.5;249641
2021-05-03;67.56;66.7;66.1;67.82;148711
2021-04-30;67.25;68.33;67.06;68.4;14843
2021-04-29;68.56;67.18;67.13;68.95;91524
2021-04-28;67.27;66.58;66.13;67.85;148949
2021-04-27;66.42;65.76;65.66;66.8;222915
2021-04-26;65.65;66.1;64.57;66.26;257581
2021-04-23;66.11;65.8;65.16;66.3;187900
2021-04-22;65.4;65.13;64.58;65.83;242474
2021-04-21;65.32;66.22;64.96;66.52;260879
2021-04-20;66.57;67.2;65.51;68.08;328240
2021-04-19;67.05;66.7;66.17;67.23;193810
2021-04-16;66.77;66.86;66.44;67.38;212200
2021-04-15;66.94;66.38;65.95;67.03;240308
2021-04-14;66.58;64.01;63.88;66.9;323041
2021-04-13;63.67;63.24;63.18;64.19;242406
2021-04-12;63.28;63.03;62.41;64.31;257839
2021-04-09;62.95;63.28;62.57;63.49;216243
2021-04-08;63.2;63.02;62.38;63.43;265179
2021-04-07;63.16;62.6;61.6;63.55;321390
2021-04-06;62.74;62.32;62.08;64.28;307867
2021-04-05;62.15;64.57;61.25;64.81;231780
2021-04-01;64.86;63.12;62.38;65.17;480365
2021-03-31;63.54;64.13;63.53;64.79;9696
2021-03-30;64.14;65.2;63.52;65.41;74364
2021-03-29;64.98;64.58;63.13;65.46;91745
